Sale Type,Sales_Region,Sales_State,Division,Category,Brand Group,Design_Brand,Sales_Channel, LLY Day Sale, LY Day Sale, TM Day Sale, LLY, LY, LM, LLY MTD, LY MTD, LM MTD, TM MTD, Mth Bud, PBNS_MTD, INV+PBNS
Pri Val,Central,Bihar,HC,Ethical,Ethical Branded,Ayurvedic Nasal Drops,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,Ethical,Ethical Branded,Dabur Active Blood Purifier,General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,Ethical,Ethical Branded,Imudab,Modern Trade,,,,0,0,0,,,,,0,,0
Pri Val,Central,Bihar,HC,Ethical,Ethical Branded,Juri tap,General Trade,,,,1,5,1,1,5,0,1,2,0,1
Pri Val,Central,Bihar,HC,Ethical,Ethical Branded,Keratex Oil,Modern Trade,,,,0,0,0,,,,,0,,0
Pri Val,Central,Bihar,HC,Ethical,Ethical Branded,Nature Care,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,Ethical,Ethical Branded,Nature Care,General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,Ethical,Ethical Branded,Nature Care,Modern Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,Ethical,Ethical Branded,Nature Care Double Action,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,Ethical,Ethical Branded,Nature Care Double Action,General Trade,0,,,0,0,0,0,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,Ethical,Ethical Branded,Nature Care Double Action,Modern Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,Ethical,Ethical Branded,Nature Care Kabz Over,General Trade,0,,,1,0,0,1,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,Ethical,Ethical Branded,Nature Care Kabz Over,Modern Trade,,,,0,0,0,0,,,,0,,0
Pri Val,Central,Bihar,HC,Ethical,Ethical Branded,Ratnaprash,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,Ethical,Ethical Branded,Stresscom,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,Ethical,Ethical Branded,Branded Ethical_NPD,General Trade,,,,0,0,0,,,,,0,,0
Pri Val,Central,Bihar,HC,Ethical,Ethical Classical,Amla Churna,General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,Ethical,Ethical Classical,Amla Churna,Modern Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,Ethical,Ethical Classical,Ashwagandha Churna,General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,Ethical,Ethical Classical,Ashwagandha Churna,Modern Trade,,,,0,0,0,,,,,0,,0
Pri Val,Central,Bihar,HC,Ethical,Ethical Classical,Dabur Immunity Kit,General Trade,0,,,12,0,0,12,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,Ethical,Ethical Classical,Dabur Immunity Kit,Modern Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,Ethical,Ethical Classical,Erand Oil,Modern Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,Ethical,Ethical Classical,Giloy Churna,General Trade,,,,0,0,0,,,,,0,,0
Pri Val,Central,Bihar,HC,Ethical,Ethical Classical,Giloy Ghan Vati,General Trade,,,,0,1,0,0,1,0,0,0,0,0
Pri Val,Central,Bihar,HC,Ethical,Ethical Classical,Giloy Ghan Vati,Modern Trade,,,,0,0,0,,,,,0,,0
Pri Val,Central,Bihar,HC,Ethical,Ethical Classical,Lavan Bhaskar,General Trade,,,1,3,14,22,3,12,18,8,12,1,8
Pri Val,Central,Bihar,HC,Ethical,Ethical Classical,Lavan Bhaskar,Modern Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,Ethical,Ethical Classical,Lavanga Ka Tail,Modern Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,Ethical,Ethical Classical,Mahanarayan Tail,General Trade,,,0,1,1,1,1,1,1,1,1,0,1
Pri Val,Central,Bihar,HC,Ethical,Ethical Classical,Mahanarayan Tail,Modern Trade,,,,0,0,0,,,,,0,,0
Pri Val,Central,Bihar,HC,Ethical,Ethical Classical,Neem Ka Tail,Modern Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,Ethical,Ethical Classical,Sitopaladi Churna,E-Comm Direct,,,,0,0,0,,,,,0,,0
Pri Val,Central,Bihar,HC,Ethical,Ethical Classical,Stimulex,General Trade,,,,0,0,0,,,,,5,,0
Pri Val,Central,Bihar,HC,Ethical,Ethical Classical,Trifala Churna,General Trade,,,0,0,0,1,0,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,Ethical,Ethical Classical,Trifala Churna,Modern Trade,,,,0,0,0,,,,,0,,0
Pri Val,Central,Bihar,HC,Ethical,Ethical Classical,Trikatu Churna,General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,Ethical,Ethical Classical,Classical_NPD,General Trade,,,,0,0,0,,,,,0,,0
Pri Val,Central,Bihar,HC,Ethical,Ethical Classical,Shuddh Shilajit,E-Comm Direct,,,,0,0,0,,,,,0,,0
Pri Val,Central,Bihar,HC,Ethical,Ethical Roaks,Ashokarishta,General Trade,,,1,17,12,14,17,11,12,11,14,0,12
Pri Val,Central,Bihar,HC,Ethical,Ethical Roaks,Ashokarishta,Modern Trade,,,,0,0,0,,,,,0,,0
Pri Val,Central,Bihar,HC,Ethical,Ethical Roaks,Ashwagandharishta,E-Comm Direct,,,,0,0,0,,,,,0,,0
Pri Val,Central,Bihar,HC,Ethical,Ethical Roaks,Dashmularishta,General Trade,,,3,55,39,32,55,37,28,27,50,2,29
Pri Val,Central,Bihar,HC,Ethical,Ethical Roaks,Dashmularishta,Modern Trade,,,,0,0,0,,,,,0,,0
Pri Val,Central,Bihar,HC,Ethical,Ethical Roaks,Asav Ristha_NPD,General Trade,,,,0,0,0,,,,,0,,0
Pri Val,Central,Bihar,HC,Ethical,Homeo NPD,Homeo NPD,General Trade,,,,0,0,0,,,,,0,,0
Pri Val,Central,Bihar,HC,Health Supplement,Chawanprakash Tablets,Dabur Chyawanprakash Tablets,General Trade,,,,0,0,0,,0,0,0,1,0,0
Pri Val,Central,Bihar,HC,Health Supplement,Dabur Chyawanprakash,Dabur Chyawanprakash,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,Health Supplement,Dabur Chyawanprakash,Dabur Chyawanprakash,General Trade,,,0,20,59,0,20,58,0,0,12,0,0
Pri Val,Central,Bihar,HC,Health Supplement,Dabur Chyawanprakash,Dabur Chyawanprakash,Modern Trade,,,,0,1,0,0,1,0,0,0,0,0
Pri Val,Central,Bihar,HC,Health Supplement,Dabur Chyawanprash,Dabur Chyawanprash,E-Comm Direct,,,,0,2,0,,2,0,0,0,0,0
Pri Val,Central,Bihar,HC,Health Supplement,Dabur Chyawanprash,Dabur Chyawanprash,General Trade,,,0,107,296,1,107,287,0,7,62,8,16
Pri Val,Central,Bihar,HC,Health Supplement,Dabur Chyawanprash,Dabur Chyawanprash,Modern Trade,,,0,13,3,0,13,3,0,2,0,2,4
Pri Val,Central,Bihar,HC,Health Supplement,Dabur Chyawanprash,Dabur Kesarprash,E-Comm Direct,,,,0,0,0,,,,,0,,0
Pri Val,Central,Bihar,HC,Health Supplement,Dabur Chyawanprash,Dabur Kesarprash,General Trade,,,,0,0,0,,,,,7,,0
Pri Val,Central,Bihar,HC,Health Supplement,Dabur Suraksha Kit,Dabur Suraksha Kit,General Trade,,,,9,-1,0,9,-1,0,0,0,0,0
Pri Val,Central,Bihar,HC,Health Supplement,Dabur Suraksha Kit,Dabur Suraksha Kit,Modern Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,Health Supplement,Gluco Franchise,Dabur Glucoplus C,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,Health Supplement,Gluco Franchise,Dabur Glucoplus C,General Trade,,,3,93,27,326,93,27,301,138,78,3,141
Pri Val,Central,Bihar,HC,Health Supplement,Gluco Franchise,Dabur Glucoplus C,Modern Trade,,,1,1,0,1,1,0,1,1,0,0,1
Pri Val,Central,Bihar,HC,Health Supplement,Gluco Franchise,Dabur Glucose D,E-Comm Direct,,,,0,0,1,,0,1,0,0,0,0
Pri Val,Central,Bihar,HC,Health Supplement,Gluco Franchise,Dabur Glucose D,General Trade,,,11,236,37,481,236,37,447,260,79,10,270
Pri Val,Central,Bihar,HC,Health Supplement,Gluco Franchise,Dabur Glucose D,Modern Trade,,,,0,2,0,0,2,0,0,0,0,0
Pri Val,Central,Bihar,HC,Health Supplement,Health Drink,Dabur Vita,General Trade,,,0,0,0,0,,0,0,0,5,0,0
Pri Val,Central,Bihar,HC,Health Supplement,Himalayan Apple Vinegar,Himalayan Apple Vinegar,Modern Trade,,,,0,0,0,,,,,0,,0
Pri Val,Central,Bihar,HC,Health Supplement,Honey,Dabur Honey Tasties,E-Comm Direct,,,,0,0,0,,,,,0,,0
Pri Val,Central,Bihar,HC,Health Supplement,Honey,Dabur Honey Tasties,Modern Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,Health Supplement,Honey,Honey,E-Comm Direct,,,,0,2,3,,2,3,4,0,0,4
Pri Val,Central,Bihar,HC,Health Supplement,Honey,Honey,General Trade,,,5,196,202,102,195,196,89,80,177,9,89
Pri Val,Central,Bihar,HC,Health Supplement,Honey,Honey,Modern Trade,,,0,6,7,3,6,6,3,6,0,0,6
Pri Val,Central,Bihar,HC,Health Supplement,Honey,Honey Varient,E-Comm Direct,,,,0,0,0,,,,,0,,0
Pri Val,Central,Bihar,HC,Health Supplement,Honey,Honey Varient,General Trade,0,,,2,1,0,2,1,0,0,0,0,0
Pri Val,Central,Bihar,HC,Health Supplement,Honey,Honey Varient,Modern Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,Health Supplement,Honey,Dabur Digestive Health Honey,E-Comm Direct,,,,0,0,0,,,,,0,,0
Pri Val,Central,Bihar,HC,Health Supplement,Honey,Dabur Digestive Health Honey,General Trade,,,,0,0,0,,,,,0,,0
Pri Val,Central,Bihar,HC,Health Supplement,Honey,Dabur Heart Health Honey,E-Comm Direct,,,,0,0,0,,,,,0,,0
Pri Val,Central,Bihar,HC,Health Supplement,Honey,Dabur Manuka Honey,E-Comm Direct,,,,0,0,0,,,,,0,,0
Pri Val,Central,Bihar,HC,Health Supplement,Honey,Dabur Sunderbans Honey,E-Comm Direct,,,,0,0,0,,,,,0,,0
Pri Val,Central,Bihar,HC,Health Supplement,Pure Herb,Dabur Amla Tablet,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,Health Supplement,Pure Herb,Dabur Ashwagandha Tablet,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,Health Supplement,Pure Herb,Dabur Ashwagandha Tablet,Modern Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,Health Supplement,Pure Herb,Dabur Giloy Tablet,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,Health Supplement,Pure Herb,Dabur Giloy Tablet,Modern Trade,,,,0,0,0,,,,,0,,0
Pri Val,Central,Bihar,HC,Health Supplement,Pure Herb,Dabur Haldi Tablet,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,Health Supplement,Pure Herb,Dabur Haldi Tablet,Modern Trade,,,,0,0,0,,,,,0,,0
Pri Val,Central,Bihar,HC,Health Supplement,Pure Herb,Dabur Tulsi Tablet,General Trade,,,,0,0,0,,,,,0,,0
Pri Val,Central,Bihar,HC,Health Supplement,Vedic Suraksha Tea,Vedic Suraksha Tea,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,Health Supplement,Vedic Suraksha Tea,Vedic Suraksha Tea,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,Health Supplement,Vedic Suraksha Tea,Vedic Suraksha Tea,Modern Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,Health Supplement,Chyawanshakti Powder,Chyawanshakti Powder,E-Comm Direct,,,,0,0,0,,,,,0,,0
Pri Val,Central,Bihar,HC,Health Supplement,Chyawanshakti Powder,Chyawanshakti Powder,General Trade,,,,0,0,0,,,,,0,,0
Pri Val,Central,Bihar,HC,Health Supplement,Dabur Vedic Tea (Loose),Dabur Vedic Tea (Loose),E-Comm Direct,,,,0,0,0,,,,,0,,0
Pri Val,Central,Bihar,HC,Health Supplement,Dabur Vedic Tea (Loose),Dabur Vedic Tea (Loose),General Trade,,,,0,0,0,,,,,3,,0
Pri Val,Central,Bihar,HC,Health Supplement,Dabur Detox Kahwa,Dabur Detox Kahwa,E-Comm Direct,,,,0,0,0,,,,,0,,0
Pri Val,Central,Bihar,HC,OTC,Aphrodisiacs ,Dabur Shilajit,E-Comm Direct,,,,0,0,0,,,,,0,,0
Pri Val,Central,Bihar,HC,OTC,Aphrodisiacs ,Dabur Shilajit,General Trade,,,0,0,1,0,0,1,0,1,0,0,1
Pri Val,Central,Bihar,HC,OTC,Aphrodisiacs ,Dabur Shilajit,Modern Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,OTC,Aphrodisiacs ,Dabur Shilajit Gold,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,OTC,Aphrodisiacs ,Dabur Shilajit Gold,General Trade,,,1,13,11,12,13,11,10,10,10,2,12
Pri Val,Central,Bihar,HC,OTC,Aphrodisiacs ,Dabur Shilajit Gold,Modern Trade,,,,0,0,0,,,,,0,,0
Pri Val,Central,Bihar,HC,OTC,Ashwagandha Caps,Ashwagandha Caps,General Trade,0,,,5,1,0,5,1,0,0,0,0,0
Pri Val,Central,Bihar,HC,OTC,Ashwagandha Caps,Ashwagandha Caps,Modern Trade,,,,0,0,0,0,,,,0,,0
Pri Val,Central,Bihar,HC,OTC,Ayurvedic Juices,Ayurvedic Juices,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,OTC,Ayurvedic Juices,Ayurvedic Juices,General Trade,,,,0,5,0,0,5,0,0,3,0,0
Pri Val,Central,Bihar,HC,OTC,Ayurvedic Juices,Ayurvedic Juices,Modern Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,OTC,Ayush,Ayush Immunity Kaadha,General Trade,,,,0,0,0,,,,,0,,0
Pri Val,Central,Bihar,HC,OTC,Ayush,Ayush Kaadha,General Trade,0,,,6,2,0,6,2,0,0,0,0,0
Pri Val,Central,Bihar,HC,OTC,Ayush,Ayush Kaadha,Modern Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,OTC,Baby Care,Baby Diapers,E-Comm Direct,,,,0,0,0,,,,,0,,0
Pri Val,Central,Bihar,HC,OTC,Baby Care,Baby Diapers,General Trade,,,,0,0,0,,,,,1,,0
Pri Val,Central,Bihar,HC,OTC,Baby Care,Dabur Baby Body Wash,Modern Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,OTC,Baby Care,Dabur Baby Massage Oil,Modern Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,OTC,Baby Care,Gripe Water,General Trade,0,,0,8,7,12,8,7,12,10,8,2,12
Pri Val,Central,Bihar,HC,OTC,Baby Care,Gripe Water,Modern Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,OTC,Baby Care,Janma Ghunti,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,OTC,Baby Care,Janma Ghunti,General Trade,0,,2,24,24,36,24,24,32,21,29,4,25
Pri Val,Central,Bihar,HC,OTC,Baby Care,Janma Ghunti,Modern Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,OTC,Baby Care,Lal Tail,E-Comm Direct,,,,0,0,1,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,OTC,Baby Care,Lal Tail,General Trade,1,,15,220,218,258,219,209,223,211,256,25,237
Pri Val,Central,Bihar,HC,OTC,Baby Care,Lal Tail,Modern Trade,,,,0,1,1,0,0,1,2,0,0,2
Pri Val,Central,Bihar,HC,OTC,Badam Tail,Badam Tail,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,OTC,Badam Tail,Badam Tail,General Trade,,,,1,0,0,1,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,OTC,Badam Tail,Badam Tail,Modern Trade,,,,1,0,0,1,,,,0,,0
Pri Val,Central,Bihar,HC,OTC,Badam Tail,Roghan Badam Shireen,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,OTC,Badam Tail,Roghan Badam Shireen,General Trade,,,0,0,1,1,,1,1,1,0,0,1
Pri Val,Central,Bihar,HC,OTC,Badam Tail,Roghan Badam Shireen,Modern Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,OTC,Dabur Hingoli,Dabur Hingoli,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,OTC,Dabur Hingoli,Dabur Hingoli,General Trade,,,0,5,4,6,5,3,4,4,7,1,5
Pri Val,Central,Bihar,HC,OTC,Dabur Hingoli,Dabur Hingoli,Modern Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,OTC,Drops,Dabur Haldi Drops,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,OTC,Drops,Dabur Haldi Drops,Modern Trade,,,,0,0,0,,,,,0,,0
Pri Val,Central,Bihar,HC,OTC,Drops,Dabur Tulsi Drops,General Trade,,,,3,3,0,3,3,0,0,1,0,0
Pri Val,Central,Bihar,HC,OTC,Drops,Dabur Tulsi Drops,Modern Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,OTC,Hajmola,Hajmola Tablets,E-Comm Direct,,,,0,1,1,,1,1,0,0,0,0
Pri Val,Central,Bihar,HC,OTC,Hajmola,Hajmola Tablets,General Trade,1,,23,433,359,502,432,341,430,373,404,52,425
Pri Val,Central,Bihar,HC,OTC,Hajmola,Hajmola Tablets,Modern Trade,,,,1,2,2,1,1,1,1,0,0,2
Pri Val,Central,Bihar,HC,OTC,Hajmola,Hajmola Amla Candy,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,OTC,Hajmola,Hajmola Peda,General Trade,,,,0,0,0,,,,,6,,0
Pri Val,Central,Bihar,HC,OTC,Hajmola,Hajmola Tingoli,General Trade,,,,0,0,0,,,,,3,,0
Pri Val,Central,Bihar,HC,OTC,Hajmola Candy,Hajmola Candy,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,OTC,Hajmola Candy,Hajmola Candy,General Trade,,,1,8,6,7,8,5,7,8,7,1,9
Pri Val,Central,Bihar,HC,OTC,Hajmola Candy,Hajmola Candy,Modern Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,OTC,Honitus Franchise,Honitus Cough drops,General Trade,0,,0,10,6,3,10,6,3,3,10,1,4
Pri Val,Central,Bihar,HC,OTC,Honitus Franchise,Honitus Cough drops,Modern Trade,,,,0,0,0,,,,,0,,0
Pri Val,Central,Bihar,HC,OTC,Honitus Franchise,Honitus Cough Syrup,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,OTC,Honitus Franchise,Honitus Hot Sip,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,OTC,Honitus Franchise,Honitus Hot Sip,General Trade,,,,1,1,0,1,1,0,0,0,0,0
Pri Val,Central,Bihar,HC,OTC,Honitus Franchise,Honitus Hot Sip,Modern Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,OTC,Honitus Franchise,Honitus Syrup,General Trade,0,,1,18,24,13,18,24,10,18,25,3,21
Pri Val,Central,Bihar,HC,OTC,Honitus Franchise,Honitus Syrup,Modern Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,OTC,Honitus Franchise,Honitus Syrup - Adulsa,General Trade,,,,0,1,0,,1,0,1,0,0,1
Pri Val,Central,Bihar,HC,OTC,Honitus Franchise,Honitus Syrup - Adulsa,Modern Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,OTC,Honitus Franchise,Honitus Syrup - Suger Free,General Trade,,,,0,0,0,,,,,1,,0
Pri Val,Central,Bihar,HC,OTC,Honitus Franchise,Madhuvaani,General Trade,,,0,1,2,1,1,2,0,1,2,0,1
Pri Val,Central,Bihar,HC,OTC,Honitus Franchise,Madhuvaani,Modern Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,OTC,Honitus Franchise,Honitus Syrup - Sugar Free,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,OTC,Laxatives,Dabur Sat Isabgol,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,OTC,Laxatives,Dabur Sat Isabgol,General Trade,1,,6,90,40,90,89,40,80,69,40,8,77
Pri Val,Central,Bihar,HC,OTC,Laxatives,Dabur Sat Isabgol,Modern Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,OTC,OTC Others,Dabur Oliv-O-Oil,Modern Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,OTC,P&P,Mrit Sanjivani,General Trade,,,,0,0,0,,,,,0,,0
Pri Val,Central,Bihar,HC,OTC,Pudin Hara Franchise,Dabur Soda fizz,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,OTC,Pudin Hara Franchise,Pudin Hara Active,E-Comm Direct,,,,0,0,0,,,,,0,,0
Pri Val,Central,Bihar,HC,OTC,Pudin Hara Franchise,Pudin Hara Active,General Trade,0,,1,15,14,18,15,14,16,9,18,2,12
Pri Val,Central,Bihar,HC,OTC,Pudin Hara Franchise,Pudin Hara Active,Modern Trade,,,,0,0,0,0,0,0,0,0,0,1
Pri Val,Central,Bihar,HC,OTC,Pudin Hara Franchise,Pudin Hara Antacid,General Trade,,,,0,0,0,0,,,,0,,0
Pri Val,Central,Bihar,HC,OTC,Pudin Hara Franchise,Pudin Hara Capsules,General Trade,,,2,23,23,27,23,23,23,17,27,5,23
Pri Val,Central,Bihar,HC,OTC,Pudin Hara Franchise,Pudin Hara Capsules,Modern Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,OTC,Pudin Hara Franchise,Pudin Hara Fanto fizz,General Trade,,,,0,1,1,,1,1,0,1,0,0
Pri Val,Central,Bihar,HC,OTC,Pudin Hara Franchise,Pudin Hara Fanto fizz,Modern Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,OTC,Pudin Hara Franchise,Pudin hara lemon fizz,General Trade,0,,0,11,9,10,11,9,9,4,10,0,4
Pri Val,Central,Bihar,HC,OTC,Pudin Hara Franchise,Pudin hara lemon fizz,Modern Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,OTC,Shuddh Kapoor,Shuddh Kapoor,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,HC,OTC,Dabur Lal Pain Relief Oil,Dabur Lal Pain Relief Oil,General Trade,,,,0,0,0,,,,,13,,0
Pri Val,Central,Bihar,HC,OTC,Functional Juices,Functional Juices,E-Comm Direct,,,,0,0,0,,,,,0,,0
Pri Val,Central,Bihar,HC,OTC,Functional Juices,Functional Juices,General Trade,,,,0,0,0,,,,,0,,0
Pri Val,Central,Bihar,HC,OTC,Dabur Lal Gold,Dabur Lal Gold,E-Comm Direct,,,,0,0,0,,,,,0,,0
Pri Val,Central,Bihar,Foods,Culinary,Capsico,Capsico,General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,Central,Bihar,Foods,Culinary,Capsico,Capsico,Modern Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,Foods,Culinary,Chutney,Hommade Chutneys,E-Comm Direct,,,,0,0,0,,,,,0,,0
Pri Val,Central,Bihar,Foods,Culinary,Chutney,Hommade Chutneys,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,Foods,Culinary,Chutney,Hommade Chutneys,Modern Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,Foods,Culinary,Dabur Hommade Sattu,Dabur Hommade Sattu,General Trade,,,,0,14,0,,14,0,0,2,0,0
Pri Val,Central,Bihar,Foods,Culinary,Dabur Mustard Oil,Dabur Mustard Oil,Modern Trade,,,,0,0,0,,,,,0,,0
Pri Val,Central,Bihar,Foods,Culinary,Gulabari Zaika,Gulabari Zaika,General Trade,,,0,0,1,1,0,1,1,2,0,0,2
Pri Val,Central,Bihar,Foods,Culinary,Gulabari Zaika,Gulabari Zaika,Modern Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,Foods,Culinary,Hajmola Yoodley,Hajmola Yoodley,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,Foods,Culinary,Hommade,Hommade Coconut Milk,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,Foods,Culinary,Hommade,Hommade Coconut Milk,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,Foods,Culinary,Hommade,Hommade Coconut Milk,Modern Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,Central,Bihar,Foods,Culinary,Hommade,Hommade Lemoneez,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,Foods,Culinary,Hommade,Hommade Lemoneez,General Trade,,,,0,0,1,0,0,1,1,0,0,1
Pri Val,Central,Bihar,Foods,Culinary,Hommade,Hommade Lemoneez,Modern Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,Foods,Culinary,Hommade,Hommade Pastes,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,Foods,Culinary,Hommade,Hommade Pastes,General Trade,,,0,0,0,0,0,0,0,0,0,0,0
Pri Val,Central,Bihar,Foods,Culinary,Hommade,Hommade Pastes,Modern Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,Foods,Culinary,Hommade,Hommade Tomato Puree,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,Foods,Culinary,Hommade,Hommade Tomato Puree,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Bihar,Foods,Culinary,Hommade,Hommade Tomato Puree,Modern Trade,,,0,0,0,0,0,0,0,0,0,0,0
Pri Val,Central,Bihar,Foods,Culinary,Hommade Pickles,Hommade Pickles,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
