Sale Type,Sales_Region,Sales_State,Division,Category,Brand Group,Design_Brand,Sales_Channel, LLY Day Sale, LY Day Sale, TM Day Sale, LLY, LY, LM, LLY MTD, LY MTD, LM MTD, TM MTD, Mth Bud, PBNS_MTD, INV+PBNS
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Gokshuradi Guggulu,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Grahani Kapat Ras,E-Comm Direct,,,,0,0,0,,,,,0,,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Haridra Khand (Vrihat),E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Haritaki Churna,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Hingwastak,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Hingwastak,Modern Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Irimedadi Tail Karpur,E-Comm Direct,,,,0,0,0,,,,,0,,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Kaishore Guggulu,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Kamdudha Ras ( Moti Yukta),E-Comm Direct,,,0,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Kanchnar Guggulu,E-Comm Direct,,,0,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Khadiradi Gutika,E-Comm Direct,,,,0,0,0,,,,,0,,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Kutajghan Bati,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Laghu Musali Pak Granule,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Laghu Supari Pak Granule,E-Comm Direct,,,,0,0,0,,,,,0,,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Lashunadi Bati,E-Comm Direct,,,,0,0,0,,,,,0,,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Lavan Bhaskar,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Lavan Bhaskar,General Trade,,,0,5,7,9,5,7,8,9,7,2,11
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Lavan Bhaskar,Modern Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Lavanga Ka Tail,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Lavanga Ka Tail,Modern Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Laxmivilas Ras (Nardiya),E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Maha Sudarshana Churna,Modern Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Maha Yograj Guggulu,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Mahanarayan Tail,E-Comm Direct,,,0,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Mahanarayan Tail,General Trade,,,,2,1,1,2,1,1,1,1,0,1
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Mahanarayan Tail,Modern Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Mahashankha Bati,E-Comm Direct,,,0,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Mahavatvidhvansan Ras,E-Comm Direct,,,,0,0,0,,,,,0,,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Mukta (Moti)Pishti,E-Comm Direct,,,,0,0,0,,,,,0,,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Neem Churna,E-Comm Direct,,,,0,0,0,,,,,0,,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Neem Ka Tail,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Prabhakar Bati,E-Comm Direct,,,,0,0,0,,,,,0,,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Praval Panchamrit Ras,E-Comm Direct,,,,0,0,0,,,,,0,,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Punarnava Mandoor,E-Comm Direct,,,,0,0,0,,,,,0,,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Pushyanug Churna (N.K.Y),E-Comm Direct,,,,0,0,0,,,,,0,,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Rajahpravartini Bati,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Rasminkya Ras,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Rasraj Ras (Gold),E-Comm Direct,,,,0,0,1,,0,1,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Shadvindu Tail,E-Comm Direct,,,,0,0,0,,,,,0,,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Shankhpushpi Syrup,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Shankhpushpi Syrup,Modern Trade,,,,0,0,0,,,,,0,,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Shirahsuladrivajara Ras,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Shoolvajarini Bati,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Shrigopal Tail,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Siddha Makardhwaj,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Siddha Makardwaj Special,E-Comm Direct,,,,0,0,0,,0,0,1,0,0,1
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Sitopaladi Churna,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Sitopaladi Churna,Modern Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Smriti Sagar Ras (T.B.Y),E-Comm Direct,,,,0,0,0,,,,,0,,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Stimulex,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Stimulex,General Trade,,,,0,0,0,,,,,5,,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Swarn Bhasma,E-Comm Direct,,,,0,0,0,,,,,0,,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Swarna Bang,E-Comm Direct,,,,0,0,0,,,,,0,,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Talisadi Churna,E-Comm Direct,,,,0,0,0,,,,,0,,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Trayodashang Guggulu,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Trifala Churna,E-Comm Direct,,,0,0,0,0,0,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Trifala Churna,General Trade,,,,1,1,2,1,1,2,1,1,0,1
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Trifala Churna,Modern Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Trifala Tabs,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Trikatu Churna,General Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Trikatu Churna,Modern Trade,,,,0,0,0,0,,,,0,,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Vasavaleha,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Vrihat Bangeshwar Ras,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Vrihat Vatchintamani Ras,E-Comm Direct,,,,0,0,0,,0,0,1,0,0,1
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Classical_NPD,General Trade,,,,0,0,0,,,,,0,,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Classical,Shuddh Shilajit,E-Comm Direct,,,,0,0,0,,,,,1,,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Roaks,Abhayarishta,E-Comm Direct,,,0,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Roaks,Abhayarishta,Modern Trade,,,,0,0,0,,,,,0,,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Roaks,Amritarishta,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Roaks,Ashokarishta,E-Comm Direct,,,0,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Roaks,Ashokarishta,General Trade,,,,5,3,3,5,3,2,3,4,0,3
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Roaks,Ashokarishta,Modern Trade,,,0,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Roaks,Ashwagandharishta,E-Comm Direct,,,0,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Roaks,Bhringrajasava,E-Comm Direct,,,,0,0,0,,,,,0,,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Roaks,Chandanasava,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Roaks,Dashmularishta,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Roaks,Dashmularishta,General Trade,,,0,7,7,10,7,7,9,9,8,1,10
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Roaks,Dashmularishta,Modern Trade,,,0,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Roaks,Drakshasava,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Roaks,Hridayasava,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Roaks,Khadirarishta,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Roaks,Kumaryasava,E-Comm Direct,,,0,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Roaks,Lauhasava,E-Comm Direct,,,0,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Roaks,Mahamanjisthadi Kwath,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Roaks,Maharasnadi Kwath(Kadha),E-Comm Direct,,,0,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Roaks,Punarnavarishta,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Roaks,Restora,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Roaks,Restora Gold,E-Comm Direct,,,0,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Roaks,Saraswatarishta,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Roaks,Vasasava,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Ethical Roaks,Asav Ristha_NPD,General Trade,,,,0,0,0,,,,,0,,0
Pri Val,Central,Uttar Pradesh,HC,Ethical,Homeo NPD,Homeo NPD,General Trade,,,,0,0,0,,,,,0,,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Chawanprakash Tablets,Dabur Chyawanprakash Tablets,E-Comm Direct,,,,0,0,0,,,,,0,,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Chawanprakash Tablets,Dabur Chyawanprakash Tablets,General Trade,,,,0,0,0,,0,0,0,1,0,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Chawanprakash Tablets,Dabur Chyawanprakash Tablets,Modern Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Dabur Chyawanprakash,Dabur Chyawanprakash,Cash & Carry,,,,0,0,0,,,,,0,,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Dabur Chyawanprakash,Dabur Chyawanprakash,E-Comm Direct,,,,1,4,0,1,4,0,1,0,0,1
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Dabur Chyawanprakash,Dabur Chyawanprakash,General Trade,,,1,30,96,8,30,96,6,12,19,1,13
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Dabur Chyawanprakash,Dabur Chyawanprakash,Modern Trade,0,,0,1,4,0,1,4,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Dabur Chyawanprash,Dabur Chyawanprash,Cash & Carry,2,,,24,66,-1,24,66,0,0,12,0,1
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Dabur Chyawanprash,Dabur Chyawanprash,E-Comm Direct,,,,7,23,1,8,23,1,1,2,0,1
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Dabur Chyawanprash,Dabur Chyawanprash,General Trade,,,2,410,598,23,410,598,18,47,132,3,50
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Dabur Chyawanprash,Dabur Chyawanprash,Modern Trade,0,0,1,11,10,-3,11,10,-4,1,0,0,1
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Dabur Chyawanprash,Dabur Kesarprash,E-Comm Direct,,,,0,0,0,,0,0,0,1,0,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Dabur Chyawanprash,Dabur Kesarprash,General Trade,,,,0,0,0,,,,,2,,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Dabur Chyawanprash,Dabur Kesarprash,Modern Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Dabur Ratnaprash,Dabur Ratnaprash,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Dabur Suraksha Kit,Dabur Suraksha Kit,Cash & Carry,,,,0,0,0,,,,,0,,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Dabur Suraksha Kit,Dabur Suraksha Kit,General Trade,,,,25,0,0,25,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Dabur Suraksha Kit,Dabur Suraksha Kit,Modern Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Gluco Franchise,Dabur Glucoplus C,Cash & Carry,,,,0,1,3,0,1,3,3,1,0,3
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Gluco Franchise,Dabur Glucoplus C,E-Comm Direct,,,0,0,1,2,0,1,2,1,0,0,1
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Gluco Franchise,Dabur Glucoplus C,General Trade,,,1,45,11,219,45,11,194,76,31,3,79
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Gluco Franchise,Dabur Glucoplus C,Modern Trade,,0,,1,0,13,1,0,13,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Gluco Franchise,Dabur Glucose D,Cash & Carry,,,,1,0,2,1,0,2,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Gluco Franchise,Dabur Glucose D,E-Comm Direct,,,0,0,1,4,0,1,4,2,0,0,2
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Gluco Franchise,Dabur Glucose D,General Trade,,,2,52,14,128,53,14,120,51,26,2,54
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Gluco Franchise,Dabur Glucose D,Modern Trade,,,0,1,1,9,1,1,9,1,0,0,1
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Health Drink,Dabur Vita,E-Comm Direct,,,0,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Health Drink,Dabur Vita,General Trade,,,,0,0,0,,0,0,0,12,0,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Health Drink,Dabur Vita,Modern Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Himalayan Apple Vinegar,Himalayan Apple Vinegar,E-Comm Direct,,,,0,0,1,,0,1,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Himalayan Apple Vinegar,Himalayan Apple Vinegar,Modern Trade,,,0,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Honey,Dabur Honey Tasties,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Honey,Dabur Honey Tasties,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Honey,Dabur Honey Tasties,Modern Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Honey,Honey,Cash & Carry,2,,,20,56,6,18,56,6,6,32,1,7
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Honey,Honey,E-Comm Direct,0,0,0,24,34,29,20,32,26,23,9,3,27
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Honey,Honey,General Trade,,,23,421,406,305,421,405,269,300,344,36,336
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Honey,Honey,Modern Trade,3,,3,29,25,22,29,24,19,15,0,2,16
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Honey,Honey Varient,Cash & Carry,,,,0,0,0,,,,,0,,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Honey,Honey Varient,E-Comm Direct,,,,0,1,0,,1,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Honey,Honey Varient,General Trade,,,,5,2,0,5,2,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Honey,Honey Varient,Modern Trade,0,,,0,0,0,0,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Honey,Organic Honey,E-Comm Direct,,,0,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Honey,Organic Honey,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Honey,Dabur Digestive Health Honey,E-Comm Direct,,,,0,0,0,,,,,0,,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Honey,Dabur Digestive Health Honey,General Trade,,,,0,0,0,,,,,0,,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Honey,Dabur Digestive Health Honey,Modern Trade,,,,0,0,0,,,,,0,,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Honey,Dabur Heart Health Honey,E-Comm Direct,,,,0,0,0,,,,,0,,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Honey,Dabur Heart Health Honey,Modern Trade,,,,0,0,0,,,,,0,,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Honey,Dabur Manuka Honey,E-Comm Direct,,,,0,0,0,,,,,0,,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Honey,Dabur Sunderbans Honey,E-Comm Direct,,,,0,0,0,,,,,1,,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Honey,Dabur Sunderbans Honey,Modern Trade,,,,0,0,0,,,,,0,,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Pure Herb,Dabur Amla Tablet,E-Comm Direct,,,,0,0,0,,,,,0,,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Pure Herb,Dabur Amla Tablet,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Pure Herb,Dabur Amla Tablet,Modern Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Pure Herb,Dabur Arjuna Tablets,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Pure Herb,Dabur Ashwagandha Tablet,E-Comm Direct,,,0,0,0,1,,0,1,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Pure Herb,Dabur Ashwagandha Tablet,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Pure Herb,Dabur Ashwagandha Tablet,Modern Trade,,,0,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Pure Herb,Dabur Giloy Tablet,E-Comm Direct,,,,0,0,0,,,,,0,,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Pure Herb,Dabur Giloy Tablet,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Pure Herb,Dabur Giloy Tablet,Modern Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Pure Herb,Dabur Haldi Tablet,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Pure Herb,Dabur Haldi Tablet,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Pure Herb,Dabur Haldi Tablet,Modern Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Pure Herb,Dabur Shatavari Tablets,E-Comm Direct,,,0,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Pure Herb,Dabur Tulsi Tablet,E-Comm Direct,,,,0,0,0,,,,,0,,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Pure Herb,Dabur Tulsi Tablet,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Pure Herb,Dabur Tulsi Tablet,Modern Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Vedic Suraksha Tea,Vedic Suraksha Tea,E-Comm Direct,,,0,0,1,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Vedic Suraksha Tea,Vedic Suraksha Tea,General Trade,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Vedic Suraksha Tea,Vedic Suraksha Tea,Modern Trade,,,0,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Chyawanshakti Powder,Chyawanshakti Powder,E-Comm Direct,,,,0,0,0,,,,,0,,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Chyawanshakti Powder,Chyawanshakti Powder,General Trade,,,,0,0,0,,,,,0,,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Chyawanshakti Powder,Chyawanshakti Powder,Modern Trade,,,,0,0,0,,,,,0,,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Dabur Vedic Tea (Loose),Dabur Vedic Tea (Loose),E-Comm Direct,,,,0,0,0,,,,,7,,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Dabur Vedic Tea (Loose),Dabur Vedic Tea (Loose),General Trade,,,,0,0,0,,,,,6,,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Dabur Vedic Tea (Loose),Dabur Vedic Tea (Loose),Modern Trade,,,,0,0,0,,,,,7,,0
Pri Val,Central,Uttar Pradesh,HC,Health Supplement,Dabur Detox Kahwa,Dabur Detox Kahwa,E-Comm Direct,,,,0,0,0,,,,,3,,0
Pri Val,Central,Uttar Pradesh,HC,OTC,Aphrodisiacs ,Dabur Musli Gold,E-Comm Direct,,,,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,OTC,Aphrodisiacs ,Dabur Shilajit,E-Comm Direct,,,0,0,0,0,0,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,OTC,Aphrodisiacs ,Dabur Shilajit,General Trade,,,0,1,3,2,1,3,2,2,3,0,2
Pri Val,Central,Uttar Pradesh,HC,OTC,Aphrodisiacs ,Dabur Shilajit,Modern Trade,,,0,0,0,0,,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,OTC,Aphrodisiacs ,Dabur Shilajit Gold,Cash & Carry,,,,0,3,0,,3,0,2,2,2,4
Pri Val,Central,Uttar Pradesh,HC,OTC,Aphrodisiacs ,Dabur Shilajit Gold,E-Comm Direct,,,1,0,0,1,0,0,1,2,0,0,2
Pri Val,Central,Uttar Pradesh,HC,OTC,Aphrodisiacs ,Dabur Shilajit Gold,General Trade,,,3,29,38,30,29,38,25,39,39,10,50
Pri Val,Central,Uttar Pradesh,HC,OTC,Aphrodisiacs ,Dabur Shilajit Gold,Modern Trade,,,,0,0,0,0,0,0,0,0,0,0
Pri Val,Central,Uttar Pradesh,HC,OTC,Aphrodisiacs ,Shila - X,E-Comm Direct,,,,0,0,0,,,,,0,,0
